Number;client;Service;Options;geomasked_PU_lat;geomasked_PU_lon;At Pickup time;geomasked_DO_lat;geomasked_DO_lon;At Drop Off time;Cumulated waiting time (HH:mm);ASAP;Job date;Status;COA;Invoice;Pay Period;Source;Number of passengers;Journey Time;Mileage;driver_enc;Vehicle;Creation date;Journey Type;As directed hours
41058;Customer 1;Confort;;5.28103840378519;-3.973276204887163;2024-09-06 07:39:51.808;5.297707322458731;-3.986869598865189;2024-09-06 07:54:44.324;0 days 00:00:00;PREBOOK;2024-09-06 07:40:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:14:00;2.76;DRIVER 38;8390WWCI01;2024-09-05 11:58:44.856;;
41098;Customer 4;Affaire;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
40961;Customer 14;Confort;;5.326995657030399;-3.9639181994376953;2024-09-06 07:34:51.734;5.368062134429954;-3.967522104625363;2024-09-06 08:02:21.009;0 days 00:06:00;PREBOOK;2024-09-06 07:30:00.000;Done;Done;1535.0;36 - [2024-09-02 - 2024-09-09];Contract;1;0 days 00:27:00;6.14;DRIVER 27;2929JT01;2024-09-04 00:00:01.371;;
40435;Customer 5;Affaire;;5.25364187580822;-3.9329189863550273;2024-09-06 07:33:16.036;5.322215278107706;-4.014378374233741;2024-09-06 08:22:10.254;0 days 00:00:00;PREBOOK;2024-09-06 07:20:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;2;0 days 00:48:00;14.65;DRIVER 04;3558KV01;2024-08-24 21:50:34.318;;
41069;Customer 1;Confort;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
41070;Customer 4;Affaire;;5.321939697369867;-4.01621524498454;2024-09-06 03:31:12.854;5.255153180595502;-3.9352769990808767;2024-09-06 03:50:28.833;0 days 00:00:00;PREBOOK;2024-09-06 03:00:00.000;Done;Done;1542.0;36 - [2024-09-02 - 2024-09-09];Booking screen;1;0 days 00:19:00;13.1;DRIVER 04;3558KV01;2024-09-05 16:27:11.867;;
41073;Customer 7;Affaire;;5.329693985214689;-4.006900469401464;2024-09-06 03:27:10.835;5.254935009436841;-3.9346132727094383;2024-09-06 03:51:51.157;0 days 00:00:00;PREBOOK;2024-09-06 03:20:00.000;Done;Done;1537.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:24:00;16.01;DRIVER 39;3763KV01;2024-09-05 17:22:13.285;;
41077;Customer 6;Affaire;;5.316909608155228;-4.015543488416906;2024-09-06 02:54:06.224;5.257906622030808;-3.930128486716861;2024-09-06 03:13:13.310;0 days 00:00:00;PREBOOK;2024-09-06 03:00:00.000;Done;Done;1536.0;36 - [2024-09-02 - 2024-09-09];Web Portal;2;0 days 00:19:00;13.14;DRIVER 16;1938KK01;2024-09-05 17:51:00.389;;
40734;Customer 5;premiere classe;;5.252877627568635;-3.930198114099146;2024-09-06 00:05:00.646;5.326045433101038;-4.016716454361472;2024-09-06 00:27:42.804;0 days 00:00:00;PREBOOK;2024-09-05 21:25:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;3;0 days 00:22:00;13.91;DRIVER 16;1938KK01;2024-08-31 00:21:10.432;;
41009;Customer 5;Affaire;;5.2565518257438635;-3.9324318872545123;2024-09-05 23:35:31.236;5.3237289991314425;-4.017418147448909;2024-09-06 00:04:59.385;0 days 00:00:00;PREBOOK;2024-09-05 21:30:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;3;0 days 00:29:00;15.52;DRIVER 04;;2024-09-04 15:52:14.116;;
40770;Customer 6;premiere classe;;5.318276140127865;-4.018019796240852;2024-09-05 23:07:46.400;5.256839906056133;-3.9330864911794343;2024-09-06 00:03:02.566;0 days 00:00:00;PREBOOK;2024-09-05 23:00:00.000;Done;Done;1536.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:55:00;15.32;DRIVER 39;3763KV01;2024-08-31 12:29:33.978;;
40434;Customer 5;Confort;;5.254057028299172;-3.934121219297827;2024-09-05 23:01:14.602;5.321960684594313;-4.0178675200862655;2024-09-05 23:29:19.532;0 days 00:00:00;PREBOOK;2024-09-05 21:25:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:28:00;13.86;DRIVER 22;9354JU01;2024-08-24 21:48:24.713;;
41046;Customer 5;Confort;;5.254838106860209;-3.930928142288312;2024-09-05 22:40:55.216;5.32315271653193;-4.017210693681514;2024-09-05 23:11:41.539;0 days 00:00:00;PREBOOK;2024-09-05 21:15:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Booking screen;1;0 days 00:30:00;8.93;DRIVER 17;123JS01;2024-09-05 08:19:00.953;;
41080;Customer 1;Confort;;5.287297185788797;-3.9760047688283215;2024-09-05 20:55:42.048;5.288302320409088;-3.972759801835463;2024-09-05 20:58:52.295;0 days 00:00:00;PREBOOK;2024-09-05 21:00:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Booking screen;1;0 days 00:03:00;0.52;DRIVER 33;AA-962-FH-01;2024-09-05 18:18:05.577;;
41084;Customer 5;Confort;;5.289291249883785;-3.9792998233893964;;5.326280754400781;-4.016939510163;2024-09-05 21:36:06.829;0 days 00:00:00;ASAP;2024-09-05 20:44:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Booking screen;1;0 days 00:52:00;0.0;DRIVER 27;2929JT01;2024-09-05 18:36:42.911;;
40737;Customer 5;premiere classe;;5.254383036111654;-3.9323652963678315;2024-09-05 20:10:52.108;5.323145505347836;-4.015701714456683;2024-09-05 20:57:18.514;0 days 00:00:00;PREBOOK;2024-09-05 18:35:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;3;0 days 00:46:00;14.57;DRIVER 29;1938KK01;2024-08-31 00:33:58.076;;
40428;Customer 5;Confort;;5.258592015940334;-3.933564542383018;2024-09-05 20:04:26.956;5.323416619939161;-4.016958407297731;2024-09-05 21:00:31.438;0 days 00:00:00;PREBOOK;2024-09-05 18:50:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:56:00;9.28;DRIVER 17;123JS01;2024-08-24 21:28:00.311;;
40426;Customer 5;Confort;;5.256815026394307;-3.932596890968207;2024-09-05 19:54:36.541;5.324367933871851;-4.017069021449778;2024-09-05 21:00:10.750;0 days 00:00:00;PREBOOK;2024-09-05 18:35:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;2;0 days 01:05:00;2.68;DRIVER 23;300JZ01;2024-08-24 21:22:51.803;;
40341;Customer 7;Affaire;;5.323450215406554;-4.003844204620137;2024-09-05 19:51:58.729;5.257303426274981;-3.931929870283192;2024-09-05 21:38:33.280;0 days 00:00:00;PREBOOK;2024-09-05 20:30:00.000;Done;Done;1537.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 01:46:00;16.33;DRIVER 22;9354JU01;2024-08-23 15:17:58.246;;
41072;Customer 5;Confort;;5.252422782135504;-3.932347444575433;2024-09-05 19:42:59.878;5.323375952596154;-4.021047718838853;2024-09-05 20:56:23.103;0 days 00:00:00;ASAP;2024-09-05 17:45:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Booking screen;2;0 days 01:13:00;0.86;DRIVER 37;157JR01;2024-09-05 17:21:29.573;;
40708;Customer 4;Affaire;;5.245540849644387;-3.9360114178577046;2024-09-05 19:41:43.650;5.334329056979317;-3.963967458116954;2024-09-05 20:44:31.712;0 days 00:00:00;PREBOOK;2024-09-05 19:05:00.000;Done;Done;1542.0;36 - [2024-09-02 - 2024-09-09];Booking screen;1;0 days 01:02:00;15.74;DRIVER 13;3558KV01;2024-08-30 12:43:48.818;;
41079;Customer 1;Confort;;5.2845214706803265;-3.9780084304836976;2024-09-05 19:06:21.900;5.288734396746493;-3.974119011875566;2024-09-05 19:13:57.781;0 days 00:00:00;PREBOOK;2024-09-05 19:15:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Booking screen;1;0 days 00:07:00;0.55;DRIVER 33;AA-962-FH-01;2024-09-05 18:15:42.463;;
41063;Customer 1;Confort;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
40839;Customer 5;Confort;;5.256410386503168;-3.9350472157945005;2024-09-05 17:49:31.193;5.324879601327899;-4.0209124564581655;2024-09-05 19:43:34.962;0 days 00:00:00;PREBOOK;2024-09-05 17:00:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 01:54:00;7.97;DRIVER 27;2929JT01;2024-09-02 11:05:10.057;;
41067;Customer 7;Affaire;;5.328788894453254;-4.004707698124963;2024-09-05 17:34:51.731;5.256013606022146;-3.9309485612884534;2024-09-05 19:07:06.714;0 days 00:00:00;PREBOOK;2024-09-05 17:20:00.000;Done;Done;1537.0;36 - [2024-09-02 - 2024-09-09];Web Portal;3;0 days 01:32:00;17.58;DRIVER 21;7674JT01;2024-09-05 15:02:37.633;;
40738;Customer 5;Confort;;5.255687796968252;-3.9304523968019995;;5.321898557294041;-4.019512061202717;2024-09-05 17:19:35.026;0 days 00:00:00;PREBOOK;2024-09-05 17:45:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;2;0 days 00:00:00;0.0;DRIVER 37;157JR01;2024-08-31 00:39:05.028;;
41050;Customer 6;premiere classe;;5.319281672128835;-4.013811641102397;2024-09-05 16:36:05.721;5.252399952079711;-3.9308126852452405;2024-09-05 17:21:30.567;0 days 00:00:00;PREBOOK;2024-09-05 17:00:00.000;Done;Done;1536.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:45:00;14.18;DRIVER 13;3558KV01;2024-09-05 09:13:35.570;;
41038;Customer 1;Confort;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
40920;Customer 6;premiere classe;;5.324377920595159;-4.011650800791396;2024-09-05 16:20:20.459;5.2545175223026;-3.9309248841813056;2024-09-05 17:21:18.103;0 days 00:00:00;PREBOOK;2024-09-05 16:00:00.000;Done;Done;1536.0;36 - [2024-09-02 - 2024-09-09];Booking screen;1;0 days 01:00:00;16.97;DRIVER 29;1938KK01;2024-09-03 13:54:41.007;;
41059;Customer 1;Confort;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
41031;Customer 1;Monospace;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
40429;Customer 5;Confort;;5.255591437275962;-3.9303035967208837;;5.325742803421343;-4.022287493491545;;0 days 00:00:00;PREBOOK;2024-09-05 15:40:00.000;Cancelled;COA;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 02:43:00;4.28;DRIVER 07;738KB01;2024-08-24 21:31:16.390;;
41066;Customer 1;Confort;;5.3327752094011425;-4.017911276184864;2024-09-05 15:10:06.637;5.286022321340755;-3.9832427179820193;2024-09-05 17:36:25.124;0 days 00:56:00;PREBOOK;2024-09-05 14:25:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 02:26:00;11.81;DRIVER 53;AA-018-FH-01;2024-09-05 13:51:42.992;;
40431;Customer 5;Confort;;5.258899150101427;-3.934062053304445;2024-09-05 14:51:32.015;5.325040173010697;-4.019863433597601;2024-09-05 15:31:52.752;0 days 00:00:00;PREBOOK;2024-09-05 13:45:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;2;0 days 00:40:00;14.62;DRIVER 21;7674JT01;2024-08-24 21:38:28.143;;
41064;Customer 8;Confort;;5.254237028390341;-3.9296495523521604;2024-09-05 14:27:30.872;5.2994310287165245;-3.9854814508038428;2024-09-05 15:02:48.463;0 days 00:00:00;PREBOOK;2024-09-05 14:10:00.000;Done;Done;1541.0;36 - [2024-09-02 - 2024-09-09];Mobile ws;1;0 days 00:35:00;14.54;DRIVER 17;123JS01;2024-09-05 13:21:28.961;;
40739;Customer 5;Confort;;5.252625662175731;-3.9349802467243697;2024-09-05 14:24:43.130;5.322241603379985;-4.016135749722868;2024-09-05 15:20:52.396;0 days 00:00:00;PREBOOK;2024-09-05 13:20:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:56:00;15.26;DRIVER 05;9354JU01;2024-08-31 00:42:05.399;;
41037;Customer 1;Monospace;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
41012;Customer 1;Confort;;5.2836940427349965;-3.9870673260907963;2024-09-05 14:20:02.032;5.288124139912503;-3.9748945720659723;2024-09-05 14:50:23.334;0 days 00:00:00;PREBOOK;2024-09-05 14:00:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:30:00;2.43;DRIVER 38;8390WWCI01;2024-09-04 15:59:24.991;;
41015;Customer 7;Affaire;;5.327622130105741;-4.002834762429927;2024-09-05 14:19:32.630;5.258601932257392;-3.93541898673417;2024-09-05 15:15:23.281;0 days 00:00:00;PREBOOK;2024-09-05 14:20:00.000;Done;Done;1537.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:55:00;19.65;DRIVER 07;738KB01;2024-09-04 16:20:37.059;;
41060;Customer 1;Confort;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
41065;Customer 1;Confort;;5.285237876876994;-3.975191948019194;2024-09-05 13:41:57.014;5.284446241095467;-3.9748261400608493;2024-09-05 14:17:12.855;0 days 00:00:00;PREBOOK;2024-09-05 14:00:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:34:00;0.82;DRIVER 26;AA-998-FG-01;2024-09-05 13:25:42.087;;
41056;Customer 1;Confort;;5.2930392777803235;-3.9847448331727864;2024-09-05 12:54:55.020;5.284554304839495;-3.975341524480096;2024-09-05 13:14:41.755;0 days 00:00:00;PREBOOK;2024-09-05 14:00:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:19:00;2.33;DRIVER 53;AA-018-FH-01;2024-09-05 11:42:38.925;;
41062;Customer 1;Confort;;5.2831452243643735;-3.981953180824016;2024-09-05 12:51:14.814;5.283802264774723;-3.9730776878156515;2024-09-05 13:09:17.479;0 days 00:00:00;PREBOOK;2024-09-05 13:10:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:18:00;2.49;DRIVER 26;AA-998-FG-01;2024-09-05 12:40:41.006;;
41055;Customer 1;Confort;;5.274672031318254;-3.9808030813756843;2024-09-05 12:31:12.793;5.286109349362733;-3.98599066052877;2024-09-05 12:40:16.927;0 days 00:00:00;PREBOOK;2024-09-05 12:30:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:09:00;1.34;DRIVER 26;AA-998-FG-01;2024-09-05 11:35:30.981;;
40432;Customer 5;premiere classe;;5.253951777610196;-3.9312138430695454;2024-09-05 12:17:33.153;5.32326473660313;-4.019930227352073;2024-09-05 13:28:56.765;0 days 00:00:00;PREBOOK;2024-09-05 11:20:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;3;0 days 01:11:00;15.32;DRIVER 20;3558KV01;2024-08-24 21:42:02.814;;
41057;Customer 1;Confort;;5.305480078085773;-3.984038345853485;2024-09-05 12:10:09.782;5.286276681994225;-3.969801941500699;2024-09-05 12:27:24.102;0 days 00:00:00;PREBOOK;2024-09-05 12:15:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:17:00;1.72;DRIVER 38;8390WWCI01;2024-09-05 11:44:42.445;;
40735;Customer 5;Confort;;5.256326611606698;-3.930471683924955;2024-09-05 11:57:41.336;5.324475936672236;-4.016341934966038;2024-09-05 12:56:44.819;0 days 00:00:00;PREBOOK;2024-09-05 11:20:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;2;0 days 00:59:00;16.52;DRIVER 13;300JZ01;2024-08-31 00:25:07.198;;
41011;Customer 1;Confort;;5.285223145722705;-3.970563944019433;2024-09-05 11:44:51.092;5.285610665659753;-3.984359133637827;2024-09-05 13:00:01.327;0 days 00:00:00;PREBOOK;2024-09-05 11:45:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:35:00;0.0;DRIVER 32;AA-996-FG-01;2024-09-04 15:58:43.553;;
41048;Customer 1;Confort;;5.2808014288247795;-3.9747474354515706;2024-09-05 11:23:29.688;5.287193696622268;-3.986835275653952;2024-09-05 11:41:36.400;0 days 00:00:00;PREBOOK;2024-09-05 11:30:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:18:00;2.18;DRIVER 38;8390WWCI01;2024-09-05 08:24:47.245;;
41010;Customer 1;Confort;;5.287886555728887;-3.978931379473618;2024-09-05 11:02:16.466;5.286263315634112;-3.988342350063455;2024-09-05 11:41:27.510;0 days 00:15:00;PREBOOK;2024-09-05 11:00:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:39:00;2.37;DRIVER 26;AA-998-FG-01;2024-09-04 15:57:02.870;;
41026;Customer 1;Confort;;5.2957997078059735;-3.9867017877335114;2024-09-05 10:55:50.476;5.28513607875146;-3.972690496507179;2024-09-05 11:04:42.661;0 days 00:00:00;PREBOOK;2024-09-05 11:30:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:08:00;2.08;DRIVER 38;8390WWCI01;2024-09-04 16:57:35.384;;
41044;Customer 1;Confort;;5.282847889391717;-3.9712599872526586;;5.282535942962805;-3.975246645921319;2024-09-05 11:29:19.096;0 days 00:00:00;PREBOOK;2024-09-05 10:45:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:44:00;0.0;DRIVER 32;AA-996-FG-01;2024-09-05 08:11:15.388;;
41051;Customer 1;Confort;;5.285144255537198;-3.9835798975488745;2024-09-05 10:00:07.267;5.2785709317983;-3.9843635846339303;2024-09-05 10:18:02.339;0 days 00:04:00;PREBOOK;2024-09-05 10:00:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:17:00;1.87;DRIVER 26;AA-998-FG-01;2024-09-05 09:27:15.751;;
41025;Customer 1;Confort;;5.28417840043884;-3.9747452840603854;2024-09-05 09:34:30.966;5.296640359452601;-3.9810216818772366;2024-09-05 10:21:56.623;0 days 00:26:00;PREBOOK;2024-09-05 09:30:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:47:00;3.81;DRIVER 38;8390WWCI01;2024-09-04 16:56:47.890;;
41045;Customer 1;Confort;;5.286925425029757;-3.9725661764386335;2024-09-05 09:30:51.959;5.299157074828908;-3.9819445251657344;2024-09-05 12:15:43.115;0 days 00:58:00;PREBOOK;2024-09-05 09:30:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 02:44:00;30.35;DRIVER 53;AA-018-FH-01;2024-09-05 08:15:00.913;;
40258;Customer 4;Affaire;;5.32214471310154;-4.009600824945481;2024-09-05 09:28:39.233;5.258071483579366;-3.933888824153975;2024-09-05 10:08:35.649;0 days 00:00:00;PREBOOK;2024-09-05 09:30:00.000;Done;Done;1542.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:38:00;13.51;DRIVER 05;9354JU01;2024-08-22 11:04:29.714;;
40776;Customer 6;premiere classe;;5.314722479264355;-4.017427603242579;;5.256434894128046;-3.936070853426855;;0 days 00:00:00;PREBOOK;2024-09-05 09:20:00.000;Cancelled;COA;1536.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:00:00;0.0;DRIVER 20;3558KV01;2024-08-31 14:05:24.845;;
41043;Customer 1;Confort;;5.2843966744667625;-3.97833192224609;2024-09-05 09:01:22.944;5.2809735902559884;-3.9746683261979827;2024-09-05 09:18:46.019;0 days 00:04:00;PREBOOK;2024-09-05 09:00:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:17:00;2.2;DRIVER 26;AA-998-FG-01;2024-09-05 08:10:04.801;;
41030;Customer 1;Confort;;5.29713551923841;-3.981969048120124;2024-09-05 08:50:07.292;5.284551987772748;-3.9775862009240104;2024-09-05 09:00:10.544;0 days 00:00:00;PREBOOK;2024-09-05 08:45:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:10:00;2.92;DRIVER 26;AA-998-FG-01;2024-09-04 18:00:17.892;;
41017;Customer 3;VAN_or_unassigned;;5.251734153693484;-3.9218199645086957;2024-09-05 08:49:55.786;5.295925286324643;-3.988476319075801;2024-09-05 11:56:52.091;0 days 00:00:00;PREBOOK;2024-09-05 07:30:00.000;Done;Done;1533.0;36 - [2024-09-02 - 2024-09-09];Booking screen;3;0 days 03:06:00;54.59;DRIVER 15;6930HZ01;2024-09-04 16:38:45.470;;
41039;Customer 1;Confort;;5.299683610690096;-3.9835625049846333;2024-09-05 08:49:49.643;5.288606409336061;-3.9854401881225616;2024-09-05 09:01:05.248;0 days 00:00:00;PREBOOK;2024-09-05 08:45:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:11:00;2.41;DRIVER 53;AA-018-FH-01;2024-09-04 21:43:54.237;;
41042;Customer 1;Confort;;5.283881216101193;-3.987635416645331;2024-09-05 08:31:02.825;5.280661712288325;-3.9742386395465124;2024-09-05 08:42:55.525;0 days 00:00:00;PREBOOK;2024-09-05 09:00:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:11:00;2.88;DRIVER 38;8390WWCI01;2024-09-05 07:21:54.462;;
41035;Customer 1;Confort;;5.287398760006621;-3.9836346336310497;2024-09-05 08:00:40.426;5.298505340094761;-3.983879848849258;;0 days 00:00:00;PREBOOK;2024-09-05 07:45:00.000;Cancelled;Done;;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:06:00;0.17;DRIVER 53;AA-018-FH-01;2024-09-04 21:31:16.928;;
41019;Customer 1;Confort;;5.2871529063938585;-3.983478734106819;2024-09-05 07:48:47.085;5.278302661564926;-3.9841480524845143;2024-09-05 08:05:48.142;0 days 00:00:00;PREBOOK;2024-09-05 07:45:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:17:00;4.08;DRIVER 38;8390WWCI01;2024-09-04 16:44:08.412;;
41029;Customer 1;Confort;;5.285096994281702;-3.971876065276644;2024-09-05 07:47:11.029;5.30070634654883;-3.987933309514555;2024-09-05 07:58:01.685;0 days 00:00:00;PREBOOK;2024-09-05 07:45:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:10:00;2.79;DRIVER 26;AA-998-FG-01;2024-09-04 17:58:50.405;;
41013;Customer 1;Confort;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
40933;Customer 1;Confort;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
40433;Customer 5;Confort;;5.253463919637303;-3.931714279087346;2024-09-05 05:04:31.172;5.323318734078419;-4.021469426445255;2024-09-05 05:47:55.161;0 days 00:00:00;PREBOOK;2024-09-05 04:45:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;2;0 days 00:43:00;13.88;DRIVER 22;9354JU01;2024-08-24 21:45:00.742;;
41014;Customer 6;Affaire;;5.317327478156552;-4.014337235194177;2024-09-05 02:35:21.164;5.258510572262224;-3.931088776462814;2024-09-05 02:56:43.266;0 days 00:00:00;PREBOOK;2024-09-05 03:00:00.000;Done;Done;1536.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:20:00;7.74;DRIVER 39;1321KJ01;2024-09-04 16:20:31.673;;
41007;Customer 4;Affaire;;5.320468768084559;-4.014868443218227;2024-09-05 02:20:02.854;5.2531997459352935;-3.932716794069096;2024-09-05 02:41:27.568;0 days 00:00:00;PREBOOK;2024-09-05 02:30:00.000;Done;Done;1542.0;36 - [2024-09-02 - 2024-09-09];Booking screen;1;0 days 00:21:00;13.1;DRIVER 04;3558KV01;2024-09-04 15:26:04.978;;
41041;Customer 5;Confort;;5.253236850592704;-3.9313232432568173;2024-09-04 23:23:44.219;5.324946237397898;-4.021450803833148;2024-09-04 23:49:54.970;0 days 00:00:00;ASAP;2024-09-04 23:27:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Booking screen;1;0 days 00:26:00;13.74;DRIVER 23;123JS01;2024-09-04 23:14:26.780;;
40741;Customer 5;premiere classe;;5.252330490969423;-3.9333924037818853;2024-09-04 22:41:57.657;5.324371080025604;-4.022292564326154;2024-09-04 23:07:32.295;0 days 00:00:00;PREBOOK;2024-09-04 21:25:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;3;0 days 00:25:00;14.28;DRIVER 04;3558KV01;2024-08-31 00:48:54.312;;
41040;Customer 4;Confort;;5.258353682627125;-3.9315122466862364;2024-09-04 22:26:40.597;5.322191427044046;-4.016250803080881;2024-09-04 22:42:32.974;0 days 00:00:00;ASAP;2024-09-04 22:55:00.000;Done;Done;1542.0;36 - [2024-09-02 - 2024-09-09];Booking screen;1;0 days 00:15:00;7.61;DRIVER 23;123JS01;2024-09-04 22:23:31.498;;
41036;Customer 1;Confort;;5.287222295343424;-3.9862541471030775;2024-09-04 21:45:20.836;5.285519331875083;-3.9716859072914534;2024-09-04 21:46:01.268;0 days 00:00:00;ASAP;2024-09-04 21:47:00.000;Done;Done;1520.0;36 - [2024-09-02 - 2024-09-09];Booking screen;1;0 days 00:00:00;0.0;DRIVER 33;AA-962-FH-01;2024-09-04 21:32:16.166;;
41033;Customer 7;Affaire;;5.254408696780619;-3.934194644381576;2024-09-04 20:50:55.482;5.3272284304125215;-4.004914232039072;2024-09-04 20:53:36.321;0 days 00:00:00;ASAP;2024-09-04 22:34:00.000;Done;Done;1537.0;36 - [2024-09-02 - 2024-09-09];Booking screen;1;0 days 00:02:00;0.0;DRIVER 17;300JZ01;2024-09-04 20:45:18.588;;
41032;Customer 1;Confort;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
40853;Customer 14;Confort;;5.256009281940904;-3.9340309750796734;2024-09-04 20:06:59.337;5.343418080653069;-4.0096701996284985;2024-09-04 20:38:49.541;0 days 00:00:00;PREBOOK;2024-09-04 18:35:00.000;Done;Done;1535.0;36 - [2024-09-02 - 2024-09-09];Mobile ws;1;0 days 00:31:00;16.25;DRIVER 23;123JS01;2024-09-02 14:21:18.770;;
40733;Customer 5;premiere classe;;5.2532494502934;-3.9338763172002102;2024-09-04 20:05:37.898;5.324166329067678;-4.017084966172612;2024-09-04 20:32:26.448;0 days 00:00:00;PREBOOK;2024-09-04 18:35:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;3;0 days 00:26:00;13.96;DRIVER 29;1938KK01;2024-08-31 00:12:37.048;;
40424;Customer 5;Affaire;;5.254545870177545;-3.9320351047573334;2024-09-04 19:46:18.656;5.321716890188354;-4.016987428538946;2024-09-04 20:16:47.497;0 days 00:00:00;PREBOOK;2024-09-04 18:35:00.000;Done;Done;1524.0;36 - [2024-09-02 - 2024-09-09];Web Portal;1;0 days 00:30:00;0.0;DRIVER 16;3763KV01;2024-08-24 21:16:54.987;;
